Invoice ID,Customer ID,Gender,Product_Name,Category,Unit price,Quantity,Tax 5%,Total,Date,Payment_Method
758-20-5526,C-23-3-661,Male,Phone Case,Electronic_accessories,69.57,2,6.957,146.097,03/03/2023,Cash
696-78-6652,C-23-3-172,Female,Shampoo,Health_and_beauty,57.76,5,14.44,303.24,15/03/2023,KBZ Pay
961-32-1438,C-23-3-759,Male,Cushion,Home_and_lifestyle,20.74,5,5.185,108.885,11/03/2023,Cash
816-37-8417,C-23-3-13,Female,Cookies,Food_and_beverages,69.59,10,34.795,730.695,10/03/2023,CB Pay
230-84-2341,C-23-3-941,Male,Cushion,Home_and_lifestyle,16.43,6,4.929,103.509,30/03/2023,Card
701-78-6958,C-23-3-624,Female,Backpack,Sports_and_travel,22.94,5,5.735,120.435,27/03/2023,Card
637-63-8125,C-23-3-925,Male,Power Bank,Electronic_accessories,36.97,10,18.485,388.185,31/03/2023,AYA Pay
561-32-1326,C-23-3-820,Male,Gym Towel,Sports_and_travel,99.51,7,34.829,731.399,12/03/2023,Card
421-80-4696,C-23-3-537,Female,Hat,Fashion_accessories,90.93,8,36.372,763.812,23/03/2023,Cash
532-55-4599,C-23-3-772,Female,Backpack,Sports_and_travel,24.4,2,2.44,51.24,13/03/2023,CB Pay
838-39-3251,C-23-3-513,Female,Wall Clock,Home_and_lifestyle,76.47,3,11.471,240.881,30/03/2023,Wave Pay
215-36-6993,C-23-3-579,Female,Sunglasses,Fashion_accessories,37.68,10,18.84,395.64,22/03/2023,Wave Pay
690-54-3757,C-23-3-91,Male,Table Lamp,Home_and_lifestyle,82.91,9,37.309,783.499,23/03/2023,AYA Pay
384-34-5022,C-23-3-763,Female,Wall Clock,Home_and_lifestyle,44.46,6,13.338,280.098,13/03/2023,Wave Pay
653-15-5525,C-23-3-836,Female,Face Wash,Health_and_beauty,46.58,2,4.658,97.818,12/03/2023,Wave Pay
725-72-2271,C-23-3-124,Male,Phone Case,Electronic_accessories,49.1,10,24.55,515.55,22/03/2023,AYA Pay
883-47-2392,C-23-3-652,Female,Shampoo,Health_and_beauty,49.49,3,7.424,155.894,10/03/2023,Cash
302-79-2869,C-23-3-970,Male,Chips,Food_and_beverages,15.0,4,3.0,63.0,23/03/2023,Wave Pay
555-16-6600,C-23-3-997,Female,USB Cable,Electronic_accessories,63.73,5,15.932,334.582,24/03/2023,CB Pay
839-33-8342,C-23-3-612,Male,Backpack,Sports_and_travel,25.64,5,6.41,134.61,25/03/2023,Wave Pay
535-35-4200,C-23-3-865,Female,Juice,Food_and_beverages,34.21,3,5.131,107.761,03/03/2023,Wave Pay
734-77-3362,C-23-3-873,Female,Cookies,Food_and_beverages,65.66,1,3.283,68.943,15/03/2023,Cash
988-42-8207,C-23-3-234,Male,Cushion,Home_and_lifestyle,19.5,7,6.825,143.325,22/03/2023,CB Pay
733-15-6822,C-23-3-598,Male,Lip Balm,Health_and_beauty,92.0,4,18.4,386.4,15/03/2023,KBZ Pay
480-38-5802,C-23-3-591,Female,Water Bottle,Sports_and_travel,33.78,9,15.201,319.221,07/03/2023,CB Pay
439-79-5286,C-23-3-234,Female,Candles,Home_and_lifestyle,41.37,10,20.685,434.385,30/03/2023,Cash
629-10-7660,C-23-3-421,Female,Bracelet,Fashion_accessories,13.07,10,6.535,137.235,28/03/2023,Card
274-42-9536,C-23-3-652,Male,Table Lamp,Home_and_lifestyle,23.24,7,8.134,170.814,13/03/2023,Wave Pay
195-18-2665,C-23-3-609,Male,Hat,Fashion_accessories,33.3,3,4.995,104.895,28/03/2023,CB Pay
542-47-4123,C-23-3-870,Female,Yoga Mat,Sports_and_travel,94.99,6,28.497,598.437,27/03/2023,AYA Pay
405-90-6202,C-23-3-809,Female,Sunglasses,Fashion_accessories,24.78,1,1.239,26.019,03/03/2023,Card
736-12-1797,C-23-3-469,Male,Cookies,Food_and_beverages,19.84,10,9.92,208.32,06/03/2023,KBZ Pay
187-92-4496,C-23-3-843,Male,Cushion,Home_and_lifestyle,57.88,9,26.046,546.966,31/03/2023,Cash
599-15-7100,C-23-3-605,Female,Bracelet,Fashion_accessories,29.03,5,7.258,152.408,05/03/2023,Card
291-56-5492,C-23-3-152,Male,Juice,Food_and_beverages,43.56,3,6.534,137.214,24/03/2023,Cash
752-45-3388,C-23-3-450,Female,Chips,Food_and_beverages,90.78,7,31.773,667.233,30/03/2023,KBZ Pay
589-19-5770,C-23-3-487,Female,Cookies,Food_and_beverages,64.71,1,3.236,67.946,02/03/2023,Wave Pay
516-58-6008,C-23-3-622,Female,Scarf,Fashion_accessories,28.29,5,7.072,148.522,23/03/2023,Card
567-20-1887,C-23-3-834,Male,Cookies,Food_and_beverages,92.37,6,27.711,581.931,06/03/2023,CB Pay
970-93-4557,C-23-3-262,Female,Scarf,Fashion_accessories,64.06,8,25.624,538.104,28/03/2023,AYA Pay
626-66-1599,C-23-3-215,Male,Scarf,Fashion_accessories,65.78,8,26.312,552.552,16/03/2023,KBZ Pay
381-54-8408,C-23-3-464,Female,Tea,Food_and_beverages,13.33,6,3.999,83.979,31/03/2023,Card
253-60-8519,C-23-3-879,Male,Earphones,Electronic_accessories,36.66,2,3.666,76.986,20/03/2023,Card
357-91-5500,C-23-3-463,Female,Watch,Fashion_accessories,18.86,2,1.886,39.606,17/03/2023,CB Pay
297-17-7962,C-23-3-87,Male,Coffee,Food_and_beverages,22.86,9,10.287,216.027,03/03/2023,Card
913-24-5740,C-23-3-967,Female,Sunglasses,Fashion_accessories,52.09,4,10.418,218.778,22/03/2023,Card
959-71-8513,C-23-3-965,Female,Chips,Food_and_beverages,75.72,9,34.074,715.554,20/03/2023,AYA Pay
907-19-9128,C-23-3-464,Female,Cushion,Home_and_lifestyle,59.58,8,23.832,500.472,07/03/2023,AYA Pay
440-29-3542,C-23-3-721,Female,Yoga Mat,Sports_and_travel,24.48,7,8.568,179.928,06/03/2023,AYA Pay
805-49-9841,C-23-3-460,Female,Water Bottle,Sports_and_travel,21.4,4,4.28,89.88,30/03/2023,CB Pay
125-48-9789,C-23-3-457,Female,Charger,Electronic_accessories,14.87,8,5.948,124.908,20/03/2023,KBZ Pay
211-16-8355,C-23-3-610,Male,Coffee,Food_and_beverages,81.65,3,12.248,257.198,26/03/2023,KBZ Pay
279-25-6756,C-23-3-31,Female,Charger,Electronic_accessories,61.22,8,24.488,514.248,24/03/2023,KBZ Pay
375-49-5841,C-23-3-235,Female,Scarf,Fashion_accessories,78.27,8,31.308,657.468,10/03/2023,Card
487-90-5770,C-23-3-375,Female,Candles,Home_and_lifestyle,62.99,10,31.495,661.395,08/03/2023,AYA Pay
277-99-5348,C-23-3-73,Male,Face Wash,Health_and_beauty,39.43,4,7.886,165.606,31/03/2023,Wave Pay
115-14-1666,C-23-3-118,Female,Chips,Food_and_beverages,53.33,8,21.332,447.972,04/03/2023,AYA Pay
869-52-8339,C-23-3-801,Female,Lip Balm,Health_and_beauty,83.74,6,25.122,527.562,27/03/2023,KBZ Pay
646-91-9758,C-23-3-879,Female,Shampoo,Health_and_beauty,83.27,3,12.491,262.301,17/03/2023,Card
812-96-4317,C-23-3-200,Male,Cushion,Home_and_lifestyle,24.58,10,12.29,258.09,02/03/2023,Wave Pay
230-17-3490,C-23-3-497,Female,Earphones,Electronic_accessories,68.72,4,13.744,288.624,24/03/2023,CB Pay
963-36-8428,C-23-3-5,Male,Candles,Home_and_lifestyle,69.43,2,6.943,145.803,01/03/2023,KBZ Pay
560-14-4495,C-23-3-111,Female,Gym Towel,Sports_and_travel,88.59,1,4.429,93.019,26/03/2023,Wave Pay
849-85-8599,C-23-3-169,Male,Table Lamp,Home_and_lifestyle,76.28,5,19.07,400.47,22/03/2023,AYA Pay
379-63-3800,C-23-3-860,Male,Tea,Food_and_beverages,17.28,6,5.184,108.864,05/03/2023,Card
942-29-1083,C-23-3-98,Female,Bracelet,Fashion_accessories,31.46,7,11.011,231.231,17/03/2023,AYA Pay
320-99-8482,C-23-3-135,Female,Wall Clock,Home_and_lifestyle,96.9,3,14.535,305.235,11/03/2023,KBZ Pay
529-55-1764,C-23-3-816,Female,Lip Balm,Health_and_beauty,61.46,6,18.438,387.198,27/03/2023,Cash
825-98-4322,C-23-3-162,Male,Earphones,Electronic_accessories,22.04,8,8.816,185.136,04/03/2023,AYA Pay
631-38-1313,C-23-5-234,Male,Face Wash,Health_and_beauty,57.3,1,2.865,60.165,18/05/2023,Card
678-32-7309,C-23-5-421,Female,Backpack,Sports_and_travel,30.06,7,10.521,220.941,24/05/2023,CB Pay
676-48-6523,C-23-5-243,Male,Bracelet,Fashion_accessories,77.56,9,34.902,732.942,06/05/2023,Card
279-57-1370,C-23-5-195,Male,Yoga Mat,Sports_and_travel,31.22,10,15.61,327.81,04/05/2023,CB Pay
118-53-5970,C-23-5-768,Male,Gym Towel,Sports_and_travel,69.89,4,13.978,293.538,04/05/2023,Cash
857-56-7313,C-23-5-261,Female,Bracelet,Fashion_accessories,89.93,3,13.49,283.28,04/05/2023,Cash
768-97-8330,C-23-5-171,Male,Coffee,Food_and_beverages,66.95,2,6.695,140.595,31/05/2023,KBZ Pay
151-35-2714,C-23-5-628,Male,Shampoo,Health_and_beauty,60.08,7,21.028,441.588,27/05/2023,Cash
335-55-1562,C-23-5-683,Female,Face Wash,Health_and_beauty,16.83,8,6.732,141.372,19/05/2023,Cash
109-49-9516,C-23-5-266,Female,Lip Balm,Health_and_beauty,36.87,10,18.435,387.135,12/05/2023,Cash
597-57-5047,C-23-5-597,Female,Chips,Food_and_beverages,71.88,5,17.97,377.37,20/05/2023,Card
480-96-3838,C-23-5-980,Male,Backpack,Sports_and_travel,79.54,7,27.839,584.619,20/05/2023,AYA Pay
449-83-3962,C-23-5-629,Male,Scarf,Fashion_accessories,78.51,3,11.777,247.307,23/05/2023,Card
812-52-6899,C-23-5-159,Male,Sunscreen,Health_and_beauty,45.53,8,18.212,382.452,26/05/2023,CB Pay
704-30-7859,C-23-5-449,Female,Water Bottle,Sports_and_travel,17.23,1,0.862,18.092,28/05/2023,KBZ Pay
297-36-3983,C-23-5-774,Male,Watch,Fashion_accessories,99.35,8,39.74,834.54,27/05/2023,Wave Pay
199-54-6757,C-23-5-122,Female,Yoga Mat,Sports_and_travel,14.43,7,5.05,106.06,30/05/2023,AYA Pay
231-33-2174,C-23-5-628,Male,Coffee,Food_and_beverages,67.56,1,3.378,70.938,10/05/2023,Card
401-45-8642,C-23-5-537,Male,Yoga Mat,Sports_and_travel,86.02,4,17.204,361.284,04/05/2023,Card
858-68-3324,C-23-5-213,Male,Watch,Fashion_accessories,32.93,3,4.939,103.729,23/05/2023,KBZ Pay
211-38-4791,C-23-5-531,Male,Juice,Food_and_beverages,61.52,5,15.38,322.98,23/05/2023,AYA Pay
950-77-9154,C-23-5-651,Female,Body Lotion,Health_and_beauty,79.06,8,31.624,664.104,27/05/2023,Card
692-19-3172,C-23-5-61,Female,Power Bank,Electronic_accessories,63.62,9,28.629,601.209,07/05/2023,AYA Pay
195-25-5824,C-23-5-652,Male,Backpack,Sports_and_travel,65.91,7,23.069,484.439,05/05/2023,KBZ Pay
786-20-8543,C-23-5-866,Female,Hat,Fashion_accessories,19.44,8,7.776,163.296,22/05/2023,Wave Pay
488-33-5459,C-23-5-260,Female,Charger,Electronic_accessories,91.12,10,45.56,956.76,27/05/2023,Wave Pay
492-15-1851,C-23-5-727,Female,Face Wash,Health_and_beauty,45.1,3,6.765,142.065,21/05/2023,Card
750-81-8819,C-23-5-951,Female,Hat,Fashion_accessories,92.55,7,32.393,680.243,02/05/2023,AYA Pay
985-34-5781,C-23-5-495,Male,Chips,Food_and_beverages,85.9,5,21.475,450.975,14/05/2023,Cash
153-39-8665,C-23-5-953,Female,Table Lamp,Home_and_lifestyle,35.81,1,1.791,37.601,30/05/2023,Wave Pay
941-68-3979,C-23-5-642,Female,Watch,Fashion_accessories,90.69,7,31.741,666.571,10/05/2023,CB Pay
392-40-7244,C-23-5-510,Female,Tea,Food_and_beverages,92.09,10,46.045,966.945,13/05/2023,CB Pay
180-96-2131,C-23-5-13,Male,Candles,Home_and_lifestyle,47.39,7,16.587,348.317,06/05/2023,KBZ Pay
456-36-3579,C-23-5-520,Female,Backpack,Sports_and_travel,73.5,1,3.675,77.175,17/05/2023,Cash
890-87-4770,C-23-5-58,Male,Cookies,Food_and_beverages,75.42,8,30.168,633.528,20/05/2023,KBZ Pay
174-70-5426,C-23-5-553,Female,Table Lamp,Home_and_lifestyle,53.24,7,18.634,391.314,03/05/2023,KBZ Pay
228-39-5916,C-23-5-377,Male,Candles,Home_and_lifestyle,32.04,6,9.612,201.852,19/05/2023,Cash
269-67-3778,C-23-5-209,Female,Backpack,Sports_and_travel,56.61,5,14.153,297.203,23/05/2023,KBZ Pay
838-37-7625,C-23-5-253,Female,Watch,Fashion_accessories,79.49,8,31.796,667.716,04/05/2023,Cash
912-31-9227,C-23-5-618,Female,Coffee,Food_and_beverages,27.07,8,10.828,227.388,22/05/2023,CB Pay
755-63-8844,C-23-5-220,Female,Picture Frame,Home_and_lifestyle,19.83,4,3.966,83.286,25/05/2023,KBZ Pay
129-85-7101,C-23-5-125,Female,Face Wash,Health_and_beauty,46.52,9,20.934,439.614,24/05/2023,Cash
392-33-6405,C-23-5-144,Male,Phone Case,Electronic_accessories,79.67,8,31.868,669.228,16/05/2023,Wave Pay
481-22-4040,C-23-5-814,Male,Watch,Fashion_accessories,97.99,8,39.196,823.116,04/05/2023,CB Pay
958-32-6181,C-23-5-122,Male,Coffee,Food_and_beverages,16.51,3,2.477,52.007,12/05/2023,AYA Pay
493-99-6872,C-23-5-374,Female,Shampoo,Health_and_beauty,20.17,9,9.077,190.607,23/05/2023,AYA Pay
564-61-2198,C-23-5-105,Female,Backpack,Sports_and_travel,60.79,9,27.356,574.466,24/05/2023,CB Pay
316-51-3014,C-23-5-257,Male,Body Lotion,Health_and_beauty,95.51,1,4.776,100.286,08/05/2023,Card
148-46-9223,C-23-5-827,Female,Gym Towel,Sports_and_travel,66.46,1,3.323,69.783,22/05/2023,Card
463-62-6407,C-23-5-851,Female,Hat,Fashion_accessories,59.02,3,8.853,185.913,27/05/2023,Cash
207-24-3087,C-23-5-985,Female,Gym Towel,Sports_and_travel,73.63,2,7.363,154.623,02/05/2023,Cash
881-86-4187,C-23-5-374,Male,Table Lamp,Home_and_lifestyle,47.48,10,23.74,498.54,12/05/2023,CB Pay
170-14-7586,C-23-5-269,Female,USB Cable,Electronic_accessories,44.89,5,11.223,235.673,02/05/2023,AYA Pay
661-35-2221,C-23-5-65,Female,Picture Frame,Home_and_lifestyle,30.7,1,1.535,32.235,25/05/2023,Card
262-78-3045,C-23-5-271,Male,Water Bottle,Sports_and_travel,55.17,9,24.827,521.357,15/05/2023,KBZ Pay
961-40-6544,C-23-5-644,Male,Power Bank,Electronic_accessories,66.69,8,26.676,560.196,06/05/2023,Card
917-52-7767,C-23-5-48,Male,Bracelet,Fashion_accessories,14.8,6,4.44,93.24,02/05/2023,AYA Pay
401-13-7942,C-23-5-701,Female,Scarf,Fashion_accessories,26.01,7,9.104,191.174,11/05/2023,Wave Pay
261-53-7136,C-23-5-107,Male,Scarf,Fashion_accessories,20.86,2,2.086,43.806,17/05/2023,CB Pay
181-54-4132,C-23-5-235,Male,Wall Clock,Home_and_lifestyle,51.08,10,25.54,536.34,28/05/2023,KBZ Pay
941-16-7497,C-23-5-699,Male,Table Lamp,Home_and_lifestyle,66.85,2,6.685,140.385,03/05/2023,Wave Pay
108-61-4911,C-23-5-484,Female,Earphones,Electronic_accessories,74.49,2,7.449,156.429,21/05/2023,Wave Pay
628-12-2617,C-23-5-135,Female,Scarf,Fashion_accessories,35.75,8,14.3,300.3,08/05/2023,Wave Pay
904-37-8222,C-23-5-363,Female,Table Lamp,Home_and_lifestyle,83.17,2,8.317,174.657,16/05/2023,Cash
201-90-4916,C-23-5-115,Male,Hat,Fashion_accessories,33.26,10,16.63,349.23,23/05/2023,KBZ Pay
892-16-7317,C-23-5-396,Female,Watch,Fashion_accessories,79.39,9,35.726,750.236,08/05/2023,AYA Pay
294-60-6208,C-23-5-464,Male,Bracelet,Fashion_accessories,85.2,8,34.08,715.68,28/05/2023,KBZ Pay
477-54-4546,C-23-5-225,Female,Power Bank,Electronic_accessories,31.59,10,15.795,331.695,24/05/2023,Wave Pay
181-71-9034,C-23-5-81,Female,Hat,Fashion_accessories,26.34,6,7.902,165.942,01/05/2023,Wave Pay
589-56-3467,C-23-5-323,Male,Sunscreen,Health_and_beauty,53.28,4,10.656,223.776,17/05/2023,KBZ Pay
778-45-8710,C-23-5-280,Male,Phone Case,Electronic_accessories,78.74,6,23.622,496.062,11/05/2023,Wave Pay
994-13-6293,C-23-5-71,Male,Coffee,Food_and_beverages,90.39,2,9.039,189.819,04/05/2023,Cash
293-70-2388,C-23-5-862,Female,Power Bank,Electronic_accessories,46.14,4,9.228,193.788,12/05/2023,CB Pay
753-44-6480,C-23-5-527,Female,Tea,Food_and_beverages,83.31,1,4.166,87.476,12/05/2023,Wave Pay
508-93-7116,C-23-5-280,Female,Lip Balm,Health_and_beauty,41.33,7,14.466,303.776,20/05/2023,Cash
572-90-8862,C-23-5-703,Male,Tea,Food_and_beverages,58.1,7,20.335,427.035,28/05/2023,Cash
760-44-8851,C-23-5-312,Female,Shampoo,Health_and_beauty,62.82,9,28.269,593.649,21/05/2023,Wave Pay
641-34-8354,C-23-5-822,Male,Chips,Food_and_beverages,57.09,8,22.836,479.556,08/05/2023,CB Pay
544-88-2073,C-23-5-176,Male,Picture Frame,Home_and_lifestyle,12.59,7,4.407,92.537,31/05/2023,KBZ Pay
332-37-4385,C-23-5-591,Male,Lip Balm,Health_and_beauty,59.49,3,8.924,187.394,29/05/2023,CB Pay
491-88-2031,C-23-5-966,Female,Watch,Fashion_accessories,12.71,6,3.813,80.073,30/05/2023,CB Pay
250-43-1256,C-23-5-853,Male,Hat,Fashion_accessories,69.56,10,34.78,730.38,25/05/2023,AYA Pay
651-21-6127,C-23-5-455,Female,Body Lotion,Health_and_beauty,63.16,5,15.79,331.59,10/05/2023,Cash
303-28-3652,C-23-5-487,Male,Running Shoes,Sports_and_travel,89.29,10,44.645,937.545,28/05/2023,KBZ Pay
732-78-5752,C-23-5-93,Male,Picture Frame,Home_and_lifestyle,81.29,6,24.387,512.127,24/05/2023,Card
269-92-3525,C-23-5-696,Male,Hat,Fashion_accessories,42.5,2,4.25,89.25,14/05/2023,Cash
761-53-8841,C-23-5-887,Female,Charger,Electronic_accessories,16.23,10,8.115,170.415,24/05/2023,KBZ Pay
756-85-1405,C-23-5-397,Female,Backpack,Sports_and_travel,67.7,9,30.465,639.765,06/05/2023,Card
438-19-9927,C-23-5-57,Male,Hat,Fashion_accessories,34.39,8,13.756,288.876,09/05/2023,CB Pay
101-51-8679,C-23-5-593,Female,Candles,Home_and_lifestyle,25.63,3,3.845,80.735,30/05/2023,Card
809-85-9999,C-23-5-701,Male,Bracelet,Fashion_accessories,60.28,3,9.042,189.882,06/05/2023,Card
264-64-6435,C-23-5-670,Female,Wall Clock,Home_and_lifestyle,66.2,2,6.62,139.02,03/05/2023,Card
397-33-4390,C-23-5-122,Female,Lip Balm,Health_and_beauty,64.0,3,9.6,201.6,04/05/2023,KBZ Pay
708-70-2712,C-23-5-569,Male,Gym Towel,Sports_and_travel,95.89,1,4.795,100.685,11/05/2023,Card
578-10-9380,C-23-5-159,Female,Coffee,Food_and_beverages,58.75,10,29.375,616.875,07/05/2023,CB Pay
740-48-1828,C-23-5-286,Female,Watch,Fashion_accessories,33.02,5,8.255,173.355,23/05/2023,CB Pay
825-97-5374,C-23-5-398,Male,Table Lamp,Home_and_lifestyle,26.77,5,6.692,140.542,10/05/2023,AYA Pay
283-69-2826,C-23-5-237,Male,Lip Balm,Health_and_beauty,58.38,7,20.433,429.093,03/05/2023,Card
101-71-4448,C-23-5-621,Male,Gym Towel,Sports_and_travel,61.99,8,24.796,520.716,13/05/2023,CB Pay
921-98-1437,C-23-5-894,Male,Table Lamp,Home_and_lifestyle,45.16,6,13.548,284.508,30/05/2023,Wave Pay
179-96-5393,C-23-11-345,Male,Gym Towel,Sports_and_travel,79.14,1,3.957,83.097,09/11/2023,AYA Pay
773-10-5484,C-23-11-962,Female,Hat,Fashion_accessories,28.51,3,4.277,89.807,12/11/2023,AYA Pay
565-77-9571,C-23-11-16,Male,Body Lotion,Health_and_beauty,30.87,3,4.631,97.241,29/11/2023,KBZ Pay
404-82-2444,C-23-11-57,Male,Scarf,Fashion_accessories,17.24,8,6.896,144.816,30/11/2023,Cash
893-92-1469,C-23-11-971,Female,Shampoo,Health_and_beauty,39.62,5,9.905,208.005,16/11/2023,Wave Pay
847-21-4995,C-23-11-968,Male,Juice,Food_and_beverages,99.78,8,39.912,838.152,14/11/2023,Wave Pay
791-50-7643,C-23-11-183,Male,Tea,Food_and_beverages,56.48,1,2.824,59.304,21/11/2023,AYA Pay
314-88-9126,C-23-11-498,Female,Gym Towel,Sports_and_travel,92.77,8,37.108,779.268,01/11/2023,Wave Pay
356-68-5750,C-23-11-633,Male,Shampoo,Health_and_beauty,52.54,2,5.254,110.334,11/11/2023,CB Pay
780-38-2468,C-23-11-21,Female,Bracelet,Fashion_accessories,21.81,8,8.724,183.204,10/11/2023,Cash
832-38-2409,C-23-11-179,Male,Charger,Electronic_accessories,51.67,4,10.334,217.014,26/11/2023,CB Pay
460-86-4176,C-23-11-187,Female,Phone Case,Electronic_accessories,60.75,2,6.075,127.575,24/11/2023,Cash
315-10-7411,C-23-11-668,Male,Hat,Fashion_accessories,49.36,5,12.34,259.14,05/11/2023,Card
118-27-7926,C-23-11-208,Male,Body Lotion,Health_and_beauty,76.8,8,30.72,645.12,05/11/2023,KBZ Pay
368-73-7225,C-23-11-755,Female,Earphones,Electronic_accessories,46.15,10,23.075,484.575,23/11/2023,Cash
825-99-8494,C-23-11-975,Female,Phone Case,Electronic_accessories,99.57,4,19.914,418.194,24/11/2023,Wave Pay
462-74-2348,C-23-11-245,Female,Table Lamp,Home_and_lifestyle,62.86,7,22.001,462.021,19/11/2023,Cash
953-84-7769,C-23-11-666,Female,Watch,Fashion_accessories,59.75,2,5.975,125.475,11/11/2023,AYA Pay
336-19-6563,C-23-11-510,Male,Gym Towel,Sports_and_travel,35.19,4,7.038,147.798,01/11/2023,Cash
380-54-5972,C-23-11-861,Female,Watch,Fashion_accessories,79.03,6,23.709,497.889,06/11/2023,KBZ Pay
215-81-1865,C-23-11-137,Female,Power Bank,Electronic_accessories,81.54,9,36.693,770.553,15/11/2023,Card
838-83-5850,C-23-11-761,Male,Bracelet,Fashion_accessories,26.51,4,5.302,111.342,12/11/2023,KBZ Pay
991-23-8806,C-23-11-218,Male,Gym Towel,Sports_and_travel,62.29,1,3.115,65.405,19/11/2023,Cash
475-18-1205,C-23-11-595,Female,Wall Clock,Home_and_lifestyle,83.3,5,20.825,437.325,10/11/2023,Card
908-79-2665,C-23-11-332,Female,Scarf,Fashion_accessories,45.22,10,22.61,474.81,30/11/2023,Cash
581-70-5333,C-23-11-605,Male,Scarf,Fashion_accessories,18.7,10,9.35,196.35,05/11/2023,Wave Pay
818-77-5663,C-23-11-671,Female,Chips,Food_and_beverages,63.4,8,25.36,532.56,19/11/2023,AYA Pay
751-66-7965,C-23-11-949,Male,Candles,Home_and_lifestyle,13.2,6,3.96,83.16,04/11/2023,AYA Pay
974-20-8470,C-23-11-671,Female,Gym Towel,Sports_and_travel,20.17,8,8.068,169.428,29/11/2023,CB Pay
963-95-5443,C-23-11-448,Male,Gym Towel,Sports_and_travel,10.75,2,1.075,22.575,20/11/2023,CB Pay
522-16-4687,C-23-11-452,Male,Candles,Home_and_lifestyle,29.82,6,8.946,187.866,12/11/2023,Wave Pay
277-54-3650,C-23-11-425,Female,Bracelet,Fashion_accessories,88.96,2,8.896,186.816,17/11/2023,Cash
167-74-2785,C-23-11-147,Female,Juice,Food_and_beverages,25.53,8,10.212,214.452,24/11/2023,Cash
110-90-7803,C-23-11-957,Male,Sunscreen,Health_and_beauty,42.44,9,19.098,401.058,04/11/2023,Cash
984-83-2622,C-23-11-699,Female,Sunscreen,Health_and_beauty,19.39,2,1.939,40.719,09/11/2023,Cash
937-19-4591,C-23-11-687,Female,Shampoo,Health_and_beauty,53.28,4,10.656,223.776,14/11/2023,Card
632-53-5659,C-23-11-676,Male,Hat,Fashion_accessories,97.56,3,14.634,307.314,22/11/2023,Card
119-18-6181,C-23-11-383,Female,Bracelet,Fashion_accessories,34.31,5,8.578,180.128,29/11/2023,CB Pay
855-63-7058,C-23-11-438,Female,Wall Clock,Home_and_lifestyle,49.88,9,22.446,471.366,28/11/2023,CB Pay
917-22-5345,C-23-11-883,Male,Chips,Food_and_beverages,19.74,9,8.883,186.543,25/11/2023,AYA Pay
785-92-2074,C-23-11-644,Female,Backpack,Sports_and_travel,94.39,1,4.72,99.11,25/11/2023,AYA Pay
888-90-2828,C-23-11-693,Female,Coffee,Food_and_beverages,74.1,7,25.935,544.635,04/11/2023,KBZ Pay
462-58-2581,C-23-11-135,Female,Lip Balm,Health_and_beauty,53.07,6,15.921,334.341,24/11/2023,CB Pay
600-30-4036,C-23-11-484,Male,Backpack,Sports_and_travel,39.4,7,13.79,289.59,26/11/2023,Wave Pay
874-48-2894,C-23-11-157,Male,Juice,Food_and_beverages,52.07,5,13.018,273.368,11/11/2023,CB Pay
861-25-8688,C-23-11-723,Female,Wall Clock,Home_and_lifestyle,40.03,4,8.006,168.126,18/11/2023,AYA Pay
191-93-5549,C-23-11-650,Female,Table Lamp,Home_and_lifestyle,66.49,5,16.622,349.072,04/11/2023,AYA Pay
810-96-7754,C-23-11-358,Male,Sunscreen,Health_and_beauty,99.56,9,44.802,940.842,06/11/2023,CB Pay
129-91-8422,C-23-11-460,Male,Lip Balm,Health_and_beauty,94.9,9,42.705,896.805,18/11/2023,CB Pay
166-60-2673,C-23-11-965,Female,Earphones,Electronic_accessories,93.12,1,4.656,97.776,06/11/2023,AYA Pay
162-61-5316,C-23-11-118,Male,Wall Clock,Home_and_lifestyle,51.65,3,7.747,162.697,08/11/2023,AYA Pay
387-77-8954,C-23-11-257,Female,Yoga Mat,Sports_and_travel,66.49,6,19.947,418.887,30/11/2023,KBZ Pay
451-21-4709,C-23-11-524,Female,Lip Balm,Health_and_beauty,32.86,1,1.643,34.503,07/11/2023,Card
926-60-7222,C-23-11-13,Male,Scarf,Fashion_accessories,33.0,3,4.95,103.95,13/11/2023,AYA Pay
542-62-4979,C-23-11-953,Male,Juice,Food_and_beverages,32.47,6,9.741,204.561,28/11/2023,Card
704-80-9165,C-23-11-529,Female,Table Lamp,Home_and_lifestyle,79.44,10,39.72,834.12,15/11/2023,Card
258-77-1192,C-23-11-18,Male,Table Lamp,Home_and_lifestyle,49.38,4,9.876,207.396,04/11/2023,AYA Pay
496-60-3574,C-23-11-847,Male,Chips,Food_and_beverages,44.38,2,4.438,93.198,30/11/2023,Wave Pay
897-29-7435,C-23-11-149,Male,Water Bottle,Sports_and_travel,86.66,8,34.664,727.944,28/11/2023,Card
185-53-5414,C-23-11-157,Male,Table Lamp,Home_and_lifestyle,21.76,8,8.704,182.784,06/11/2023,AYA Pay
876-72-7753,C-23-11-908,Male,Earphones,Electronic_accessories,37.7,8,15.08,316.68,24/11/2023,Wave Pay
325-20-9895,C-23-11-165,Male,Backpack,Sports_and_travel,55.97,2,5.597,117.537,09/11/2023,Wave Pay
129-72-6331,C-23-11-909,Female,Gym Towel,Sports_and_travel,22.69,5,5.673,119.123,27/11/2023,Card
725-72-8239,C-23-11-767,Male,Chips,Food_and_beverages,76.49,1,3.825,80.315,20/11/2023,Wave Pay
